id,influence
5734,1.06349
5735,1.06349
5736,1.06349
5737,1.06349
5738,1.06349
5739,1.06349
5740,1.06349
5741,1.06349
5742,1.06349
5743,1.06349
5744,1.06349
5745,1.06349
5746,1.06349
5747,1.06349
5748,1.06349
5749,1.06349
5750,1.06349
5751,1.06349
5752,1.06349
5753,1.06349
5754,1.06349
5755,1.11544
5756,1.06349
5757,1.06349
5758,1.06349
5759,1.06349
5760,1.06349
5761,1.06349
5762,1.06349
5763,1.06349
5764,1.06349
5765,1.06349
5766,1.06349
5767,1.06349
5768,1.06349
5769,1.06349
5770,1.06349
5771,1.06349
5772,1.1746
5773,1.06349
5774,1.06349
5775,1.06349
5776,1.06349
5777,1.06349
5778,1.06349
5779,1.2605
5780,1.10244
5781,1.10244
5782,1.39413
5783,1.10244
5784,1.25958
5785,1.10244
5786,1.80315
5787,1.10244
5788,1.10244
5789,1.10244
5790,1.10244
5791,1.10244
5792,1.10244
5793,1.10244
5794,1.10244
5795,1.10244
5796,1.10244
5797,1.10244
5798,1.10244
5799,1.10244
5800,1.10244
5801,1.10244
5802,1.14516
5803,1.10244
5804,1.10244
5805,1.85488
5806,1.10244
5807,1.10244
5808,1.18617
5809,1.04701
5810,1.04701
5811,1.04701
5812,1.3685
5813,1.04701
5814,1.18207
5815,1.04701
5816,1.04701
5817,1.04701
5818,1.04701
5819,1.04701
5820,1.04701
5821,1.14458
5822,1.04701
5823,1.04701
5824,1.04701
5825,1.11809
5826,1.04701
5827,1.04701
5828,1.04701
5829,1.04701
5830,1.04701
5831,1.04701
5832,1.04701
5833,1.04701
5834,1.04701
5835,1.04701
5836,1.04701
5837,1.04701
5838,1.15475
5839,1.15475
5840,1.04701
5841,1.14815
5842,1.04701
5843,1.04701
5844,1.04701
5845,1.28136
5846,1.04701
5847,1.11847
5848,1.04701
5849,1.04701
5850,1.04701
5851,1.04701
5852,1.04701
5853,1.04701
5854,1.04701
5855,1.04701
5856,1.04701
5857,1.04701
5858,1.11546
5859,1.04701
5860,1.04701
5861,1.04701
5862,1.04701
5863,1.04701
5864,1.04701
5865,1.04701
5866,1.639
5867,1.04701
5868,1.04701
5869,1.04701
5870,1.22319
5871,1.04701
5872,1.04701
5873,1.04701
5874,1.49146
5875,1.04701
5876,1.04701
5877,1.04701
5878,1.04701
5879,1.08585
5880,1.04701
5881,1.04701
5882,1.04701
5883,1.28881
5884,1.04701
5885,1.04701
5886,1.04701
5887,1.04701
5888,1.1183
5889,1.04701
5890,1.37304
5891,1.32289
5892,1.02105
5893,1.31093
5894,1.31093
5895,1.31093
5896,1.31093
5897,1.31093
5898,1.33198
5899,1.31093
5900,1.31093
5901,1.31093
5902,1.31093
5903,1.31093
5904,1.31093
5905,1.33198
5906,1
5907,1.0597
5908,1.0597
5909,1.0597
5910,1.15061
5911,1.0597
5912,1.0597
5913,1.0597
5914,1.0597
5915,1.0597
5916,1.0597
5917,1.0597
5918,1.0597
5919,1.36739
5920,1.0597
5921,1.0597
5922,1.0597
5923,1.0597
5924,1.0597
5925,1.0597
5926,1.0597
5927,1.0597
5928,1.0597
5929,1.0597
5930,1.0597
5931,1.0597
5932,1.0597
5933,1.0597
5934,1.0597
5935,1.0597
5936,1.0597
5937,1.0597
5938,1.0597
5939,1.0597
5940,1.0597
5941,1.0597
5942,1.0597
5943,1.0597
5944,1.0597
5945,1.0597
5946,1.0597
5947,1.0597
5948,1.0597
5949,1.0597
5950,1.0597
5951,1.0597
5952,1.0597
5953,1.0597
5954,1.0597
5955,1.0597
5956,1.0597
5957,1.0597
5958,1.0597
5959,1.0597
5960,1.0597
5961,1.0597
5962,1.0597
5963,1.0597
5964,1.0597
5965,1.0597
5966,1.0597
5967,1.0597
5968,1.0597
5969,1.0597
5970,1.0597
5971,1.0597
5972,1.0597
5973,1.0597
5974,1.33771
5975,1.28291
5976,1.28291
5977,1.42539
5978,1.31142
5979,1.31142
5980,1.28291
5981,1.34958
5982,1.28291
5983,1.28291
5984,1.28291
5985,1
5986,1.09302
5987,1.09302
5988,1.09302
5989,1.09302
5990,1.35353
5991,1.09302
5992,1.09302
5993,1.09302
5994,1.09302
5995,1.09302
5996,1.09302
5997,1.09302
5998,1.09302
5999,1.62226
6000,1.09302
6001,1.09302
6002,1.09302
6003,1.09302
6004,1.09302
6005,1.09302
6006,1.09302
6007,1.09302
6008,1.09302
6009,1.09302
6010,1.09302
6011,1.09302
6012,1.09302
6013,1.09302
6014,1.09302
6015,1.09302
6016,1.09302
6017,1.09302
6018,1.09302
6019,1
6020,1.10522
6021,1.10522
6022,1.0625
6023,1.08125
6024,1.0625
6025,1.2536
6026,1.29994
6027,1.0625
6028,1.0625
6029,1.38038
6030,1.0625
6031,1.0625
6032,1.0625
6033,1.0625
6034,1.0625
6035,1.61807
6036,1.24956
6037,1.0625
6038,1.0625
6039,1.0625
6040,1.21088
6041,1.0625
6042,1.0625
6043,1.10522
6044,1.0625
6045,1.58657
6046,1.10522
6047,1.11069
6048,1.0625
6049,1.0625
6050,1.0625
6051,1.29599
6052,1.0625
6053,1.0625
6054,1.0625
6055,1.0625
6056,1.8875
6057,1.0625
6058,1.7695
6059,1.93569
6060,1.0625
6061,1.21088
6062,1.10522
6063,1.0625
6064,1.22963
6065,1.0625
6066,1.45042
6067,1.0625
6068,1.0625
6069,1.78188
6070,1.0625
6071,1.24806
6072,1.28101
6073,1.28101
6074,1.28101
6075,1.28101
6076,1.28101
6077,1.28101
6078,1.28101
6079,1.28101
6080,1.28101
6081,1.28101
6082,1.28101
6083,1.28101
6084,1.28101
6085,1.28101
6086,1.28101
6087,1.28101
6088,1.28181
6089,1.24291
6090,1.28181
6091,1.28181
6092,1.28181
6093,1.28181
6094,1.28181
6095,1.32164
6096,1.28181
6097,1.28181
6098,1.28181
6099,1.28181
6100,1.47207
6101,1.28181
6102,1.28181
6103,1.28181
6104,1.28181
6105,1.47207
6106,1.24291
6107,1.28181
6108,1.28181
6109,1.28181
6110,1.05322
6111,1.6844
6112,1.6844
6113,1.6844
6114,1.78895
6115,1.201
6116,1.04358
6117,1.04358
6118,1.04358
6119,1.04358
6120,1.04358
6121,1.04358
6122,1.04358
6123,1.6716
6124,1.13295
6125,1.08972
6126,1.04358
6127,1.04358
6128,1.04358
6129,1.10908
6130,1.12685
6131,1.04358
6132,1.12489
6133,1.04358
6134,1.04358
6135,1.04358
6136,1.40456
6137,1.08972
6138,1.48067
6139,1.08972
6140,1.08972
6141,1.04358
6142,1.04358
6143,1.08972
6144,1.04358
6145,1.63497
6146,2.36695
6147,1.15522
6148,1.04358
6149,1.04358
6150,1.04358
6151,1.22719
6152,1.70472
6153,1.15522
6154,1.26537
6155,1.04358
6156,1.08972
6157,1.04358
6158,1.82299
6159,1.18716
6160,1.08972
6161,2.56973
6162,1.58305
6163,1.04358
6164,1.15522
6165,1.04358
6166,1.31293
6167,1.04358
6168,1.85721
6169,1.04358
6170,1.17661
6171,1.44358
6172,1.76764
6173,3.92371
6174,1.04358
6175,1.04358
6176,1.42253
6177,1.04358
6178,1.04358
6179,1.04358
6180,1.4769
6181,1.04358
6182,1.08972
6183,1.38112
6184,1.08972
6185,1.04358
6186,1.08319
6187,1.10908
6188,1.10908
6189,1.08972
6190,1.08319
6191,1.04358
6192,1.18164
6193,1.04358
6194,1
6195,1.49756
6196,1.4
6197,1.4
6198,1.4
6199,1.4
6200,1.50774
6201,1.4
6202,1.50774
6203,1.4
6204,1
6205,1.26667
6206,1.26667
6207,1.26667
6208,1.26667
6209,1.26667
6210,1.26667
6211,1.26667
6212,1.26667
6213,1.26667
6214,1.26667
6215,1.26667
6216,1.26667
6217,1.61348
6218,1.26667
6219,1.26667
6220,1.07389
6221,1.29875
6222,1.07389
6223,1.07389
6224,1.07389
6225,1.07389
6226,1.17145
6227,1.07389
6228,1.07389
6229,1.07389
6230,1.07389
6231,1.07389
6232,1.07389
6233,1.07389
6234,1.17331
6235,1.22204
6236,1.07389
6237,1.07389
6238,1.07389
6239,1.07389
6240,1.07389
6241,1.07389
6242,1.22204
6243,1.07389
6244,1.22204
6245,1.07389
6246,1.07389
6247,1.07389
6248,1.07389
6249,1.07389
6250,1.07389
6251,1.09264
6252,1.07389
6253,1.07389
6254,1.07389
6255,1.07389
6256,1.07389
6257,1.20292
6258,1.33632
6259,1.17331
6260,1.07389
6261,1.22204
6262,1.07389
6263,1.07389
6264,1.07389
6265,1.07389
6266,1.07389
6267,1.07389
6268,1
6269,2
6270,2
6271,2
6272,2
6273,1.07091
6274,1.14102
6275,1.0668
6276,1.2297
6277,1.24468
6278,1.40808
6279,1.21298
6280,1.0668
6281,1.14102
6282,1.0668
6283,1.13772
6284,1.14102
6285,1.34592
6286,1.0668
6287,1.14102
6288,1.21193
6289,1.40808
6290,1.21298
6291,1.0668
6292,1.21298
6293,1.0668
6294,1.15549
6295,1.21298
6296,1.34608
6297,1.417
6298,1.417
6299,1.14102
6300,1.21193
6301,1.77172
6302,1.21298
6303,1.21298
6304,1.15549
6305,1.40808
6306,1.21193
6307,1.0668
6308,1.0668
6309,1.2297
6310,1.24468
6311,1.0668
6312,1.21193
6313,1.0668
6314,1.2297
6315,1.36211
6316,1.2264
6317,1.40808
6318,1.21298
6319,1.40808
6320,1.44827
6321,1.2297
6322,1.2297
6323,1.40808
6324,1.06608
6325,1.06608
6326,1.06608
6327,1.06608
6328,1.06608
6329,1.22648
6330,1.06608
6331,1.06608
6332,1.06608
6333,1.06608
6334,1.06608
6335,1.06608
6336,1.06608
6337,1.06608
6338,1.93506
6339,1.06608
6340,1.06608
6341,1.3305
6342,1.06608
6343,1.06608
6344,1.06608
6345,1.06608
6346,1.06608
6347,1.06608
6348,1.06608
6349,1.06608
6350,1.06608
6351,1.06608
6352,1.12153
6353,1.29548
6354,1.06608
6355,1.06608
6356,1.06608
6357,1.06608
6358,1.06608
6359,1.06608
6360,1.06608
6361,1.06608
6362,1.06608
6363,1.06608
6364,1.23934
6365,1.12153
6366,1.06608
6367,1.06608
6368,1.06608
6369,1.06608
6370,1.06608
6371,1.06608
6372,1.06608
6373,1.06608
6374,1.06608
6375,1.06608
6376,1.06608
6377,1.06608
6378,1.10491
6379,1.06608
6380,1.06608
6381,1.06608
6382,1.12153
6383,1.49341
6384,1.26442
6385,1.26442
6386,1.26442
6387,1.38207
6388,1.26442
6389,1.26442
6390,1.26442
6391,1.26442
6392,1.26442
6393,1.26442
6394,1.60429
6395,1
6396,5
6397,1.07843
6398,1.41569
6399,1.41569
6400,1.49412
6401,1.41569
6402,1.41569
6403,1.41569
6404,1.41569
6405,1.41569
6406,1.41569
6407,1.41569
6408,1.15408
6409,1.15408
6410,1.15408
6411,1.26296
6412,1.15408
6413,1.30155
6414,1.15408
6415,1.15408
6416,1.15408
6417,1.15408
6418,1.15408
6419,1.15408
6420,1.15408
6421,1.15408
6422,1.15408
6423,1.38307
6424,1.15408
6425,1.15408
6426,1.15408
6427,1.15408
6428,1.15408
6429,1.15408
6430,1.15408
6431,1.15408
6432,1.15408
6433,1.15408
6434,1.15408
6435,1.15408
6436,1.15408
6437,1.15408
6438,1.72905
6439,3.1603
6440,2.10618
6441,1.72905
6442,1.72905
6443,1.72905
6444,1.08045
6445,1.37049
6446,1.37049
6447,1.08045
6448,1.05015
6449,1.08045
6450,1.08045
6451,1.05015
6452,1.12287
6453,1.08045
6454,1.05015
6455,1.2267
6456,1.08045
6457,1.0712
6458,1.08045
6459,1.05015
6460,1.08045
6461,1.15055
6462,1.10815
6463,1.09834
6464,1.05015
6465,1.15521
6466,1.13527
6467,1.05015
6468,1.08045
6469,1.05015
6470,1.10815
6471,1.08045
6472,1.08045
6473,1.10815
6474,1.05015
6475,1.05015
6476,1.05015
6477,1.37049
6478,1.05015
6479,1.08045
6480,1.05015
6481,1.15055
6482,1.37049
6483,1.08045
6484,1.05015
6485,1.37208
6486,1.05015
6487,1.05015
6488,1.05015
6489,1.13527
6490,1.32348
6491,1.13527
6492,1.32348
6493,1.05015
6494,1.08045
6495,1.05015
6496,1.08045
6497,1.05015
6498,1.05015
6499,1.08045
6500,1
6501,1.44444
6502,1.44444
6503,1.44444
6504,1.44444
6505,1.44444
6506,1.44444
6507,1.44444
6508,1.44444
6509,1
6510,1.10526
6511,1.39318
6512,1.10526
6513,1.10526
6514,1.10526
6515,1.10526
6516,1.10526
6517,1.10526
6518,1.10526
6519,2.37755
6520,1.10526
6521,1.10526
6522,1.10526
6523,1.10526
6524,1.10526
6525,1.10526
6526,1.10526
6527,1.10526
6528,1.10526
6529,1.10526
6530,1.10526
6531,1.10526
6532,1.10526
6533,1.10526
6534,1.10526
6535,1.10526
6536,1.10526
6537,1.10526
6538,1.10526
6539,1.10526
6540,1.10526
6541,1.10526
6542,1.10526
6543,1.10526
6544,1.10526
6545,1.11765
6546,1.98618
6547,1.98618
6548,1.9215
6549,1.98618
6550,1.84706
6551,1.22799
6552,1.34277
6553,1.34277
6554,1.34277
6555,1.72116
6556,1.38072
6557,1.38072
6558,1.34277
6559,1.37988
6560,1.34277
6561,1.34277
6562,1.34277
6563,1.34277
6564,1.05333
6565,1.26461
6566,1.13247
6567,1.13247
6568,1.18381
6569,1.13247
6570,1.13247
6571,1.13247
6572,1.18381
6573,1.13247
6574,1.26461
6575,1.13247
6576,1.13247
6577,1.13247
6578,1.13247
6579,1.26661
6580,1.13247
6581,1.21327
6582,1.20376
6583,1.13247
6584,1.13247
6585,1.13247
6586,1.13247
6587,1.13247
6588,1.14988
6589,1.26661
6590,1.13247
6591,1
6592,1.16
6593,1.16
6594,1.21063
6595,1.33158
6596,1.16
6597,1.16
6598,1.16
6599,1.16
6600,1.16
6601,1.16
6602,1.16
6603,1.16
6604,1.16
6605,1.56
6606,1.74182
6607,1.16
6608,1.16
6609,1.49389
6610,1.16
6611,1.16
6612,1.16
6613,1.13482
6614,1.08895
6615,1.22377
6616,1.08895
6617,1.08895
6618,1.10673
6619,1.08895
6620,1.10673
6621,1.10673
6622,1.49618
6623,1.86975
6624,1.064
6625,1.56019
6626,1.064
6627,1.56019
6628,1.40118
6629,2.47382
6630,1.56019
6631,1.064
6632,1.38951
6633,1.064
6634,1.064
6635,1.38951
6636,1.56019
6637,1.4554
6638,1.23468
6639,1.38951
6640,1.064
6641,2.30314
6642,2.38482
6643,1.064
6644,1.90626
6645,1.45836
6646,1.73558
6647,1.064
6648,1.064
6649,1.23468
6650,1.56019
6651,1.064
6652,1.064
6653,1.56019
6654,1.56019
6655,1.38951
6656,1.90626
6657,1.064
6658,1.064
6659,2.23468
6660,1.064
6661,1.064
6662,1.064
6663,1.23468
6664,2.30314
6665,1.064
6666,1.064
6667,1.064
6668,1.064
6669,1.064
6670,1.064
6671,1.064
6672,1.064
6673,1.064
6674,1.064
6675,1.38951
6676,1.064
6677,1.064
6678,1.064
6679,1.064
6680,1.05063
6681,1.5859
6682,1.5859
6683,1.61154
6684,1.5859
6685,2.64538
6686,1.61154
6687,1
6688,1.34406
6689,1.30769
6690,1.30769
6691,2.36251
6692,1.30769
6693,1.30769
6694,1.30769
6695,1.50971
6696,1.38858
6697,1.14381
6698,1.42876
6699,1.42876
6700,1.42876
6701,1.56711
6702,1.42876
6703,1
6704,1.14815
6705,1.14815
6706,1.14815
6707,1.14815
6708,1.14815
6709,1.14815
6710,1.14815
6711,1.14815
6712,1.14815
6713,1.14815
6714,1.14815
6715,1.14815
6716,1.14815
6717,1.14815
6718,1.14815
6719,1.14815
6720,1.14815
6721,1.14815
6722,1.14815
6723,1.14815
6724,1.14815
6725,1.14815
6726,1.14815
6727,1.14815
6728,1.14815
6729,1.14815
6730,1.14815
6731,1
6732,1.13793
6733,1.18065
6734,1.19554
6735,1.18065
6736,1.13793
6737,1.30065
6738,1.13793
6739,1.13793
6740,1.13793
6741,1.13793
6742,1.13793
6743,1.13793
6744,1.13793
6745,1.29551
6746,1.67155
6747,1.13793
6748,1.13793
6749,1.93426
6750,1.36222
6751,1.13793
6752,1.13793
6753,1.91325
6754,1.13793
6755,1.09519
6756,1.40537
6757,1.09519
6758,1.47479
6759,1.09519
6760,1.09519
6761,1.09519
6762,1.16176
6763,1.1237
6764,1.24456
6765,1.09519
6766,1.09519
6767,1.09519
6768,1.95548
6769,1.09519
6770,1.09519
6771,1.09519
6772,1
6773,1.17391
6774,1.17391
6775,1.17391
6776,1.17391
6777,1.17391
6778,1.17391
6779,1.17391
6780,1.17391
6781,1.17391
6782,1.17391
6783,1.17391
6784,1.17391
6785,1.17391
6786,1.17391
6787,1.17391
6788,1.17391
6789,1.17391
6790,1.17391
6791,1.26991
6792,1.17391
6793,1
6794,1.16325
6795,1.08333
6796,1.08333
6797,1.08333
6798,1.08333
6799,1.08333
6800,1.08333
6801,1.08333
6802,1.08333
6803,1.08333
6804,1.45996
6805,1.08333
6806,1.08333
6807,1.08333
6808,1.08333
6809,1.10439
6810,1.08333
6811,1.08333
6812,1.08333
6813,1.08333
6814,1.08333
6815,1.08333
6816,1.08333
6817,1.08333
6818,1.08333
6819,1.08333
6820,1.08333
6821,1.08333
6822,1.08333
6823,1.08333
6824,1.08333
6825,1.08333
6826,1.08333
6827,1.08333
6828,1.08333
6829,1.08333
6830,1.08333
6831,1.08333
6832,1.56833
6833,1.08333
6834,1.08333
6835,1.08333
6836,1.08333
6837,1.56442
6838,6.35106
6839,1.04219
6840,1.18188
6841,1.29925
6842,1.09283
6843,1.09283
6844,1.09283
6845,1.13501
6846,1.09283
6847,1.13501
6848,1.09283
6849,1.18188
6850,1.09283
6851,1.13501
6852,1.09283
6853,1.09283
6854,1.18188
6855,1.09283
6856,1.09283
6857,1.25706
6858,1.09283
6859,1.09283
6860,2.76709
6861,1.09283
6862,1.09283
6863,1.13501
6864,1.09283
6865,1.09283
6866,1.09283
6867,3.05906
6868,2.76709
6869,1.09283
6870,2.34852
6871,1.09283
6872,1.13501
6873,1.09283
6874,1.09283
6875,1.09283
6876,1.13501
6877,1.09283
6878,1.13501
6879,1.09283
6880,1.09283
6881,1.13501
6882,1.18188
6883,1.05887
6884,1.15251
6885,1.15251
6886,1.15251
6887,1.15251
6888,1.15251
6889,1.21138
6890,1.15251
6891,1.17815
6892,1.15251
6893,1.15251
6894,1.15251
6895,1.15251
6896,1.15251
6897,1.21138
6898,1.15251
6899,1.15251
6900,1.15251
6901,1.15251
6902,1.21138
6903,1.15251
6904,1.15251
6905,1.15251
6906,1.15251
6907,1.15251
6908,1.15251
6909,1.15251
6910,1.15251
6911,1.34732
6912,1.34732
6913,1.34732
6914,1.34732
6915,1.34732
6916,1.34732
6917,1.34732
6918,1.54119
6919,1
6920,1.57143
6921,1.57143
6922,1.57143
6923,1.57143
6924,1.57143
6925,1.57143
6926,1.57143
6927,1.2451
6928,1.2451
6929,1.2451
6930,1.2451
6931,1.28487
6932,1.28487
6933,1.2451
6934,1.2451
6935,1.2451
6936,1.2451
6937,1.2451
6938,1.2451
6939,1.2451
6940,1.2451
6941,1.28487
6942,1.2451
6943,1.2451
6944,1.29843
6945,1.06589
6946,1.14248
6947,1.14248
6948,1.14248
6949,1.20836
6950,1.14248
6951,1.14248
6952,1.14248
6953,1.14248
6954,1.14248
6955,1.14248
6956,1.14248
6957,1.20836
6958,1.14248
6959,1.14248
6960,1.14248
6961,1.14248
6962,1.14248
6963,1.14248
6964,1.14248
6965,1.14248
6966,1.93204
6967,1.14248
6968,1.14248
6969,1.14248
6970,1.14248
6971,1.14248
6972,1.14248
6973,1.14248
6974,1
6975,1.4
6976,1.4
6977,1.4
6978,1.4
6979,1.4
6980,1.4
6981,1.4
6982,1.4
6983,1.94101
6984,1.49017
6985,2.38644
6986,1.49017
6987,1.49017
6988,4.02767
6989,2.73605
6990,1.77746
6991,1.49017
6992,2.24233
6993,2.38644
6994,2.44876
6995,2.24233
6996,1
6997,1.12903
6998,1.12903
6999,1.12903
7000,1.12903
7001,1.12903
7002,1.12903
7003,1.12903
7004,1.12903
7005,1.12903
7006,1.12903
7007,1.12903
7008,1.12903
7009,1.25865
7010,1.12903
7011,1.12903
7012,1.12903
7013,1.12903
7014,1.18217
7015,1.12903
7016,1.12903
7017,1.12903
7018,1.12903
7019,1.12903
7020,1.12903
7021,1.12903
7022,1.12903
7023,1.12903
7024,1.12903
7025,1
7026,1.22222
7027,1.22222
7028,1.22222
7029,1.22222
7030,1.22222
7031,1.22222
7032,1.22222
7033,1.22222
7034,1.22222
7035,1.22222
7036,1.22222
7037,1.22222
7038,1.22222
7039,1.22222
7040,1.22222
7041,1.22222
7042,1.22222
7043,1
7044,1.13564
7045,1.0404
7046,1.0404
7047,1.0404
7048,1.0404
7049,1.0404
7050,2.66561
7051,1.0404
7052,1.0404
7053,1.0404
7054,1.17833
7055,1.0404
7056,1.06263
7057,1.0404
7058,1.0404
7059,1.0404
7060,1.0404
7061,1.0404
7062,1.0404
7063,1.11313
7064,1.0404
7065,1.20312
7066,1.0404
7067,1.0404
7068,1.0404
7069,1.0404
7070,1.0404
7071,1.0404
7072,1.0404
7073,1.18855
7074,2.36628
7075,1.0404
7076,1.0404
7077,1.0404
7078,1.0404
7079,1.0404
7080,1.0404
7081,1.27685
7082,1.0404
7083,1.0404
7084,1.0404
7085,1.0404
7086,1.0404
7087,1.0404
7088,1.0404
7089,1.0404
7090,1.0404
7091,1.0404
7092,1.0404
7093,1.0404
7094,1.0404
7095,1.0404
7096,1.0404
7097,1.0404
7098,1.48485
7099,1.0404
7100,1
7101,1.02516
7102,1.02516
7103,1.02516
7104,1.02516
7105,1.02516
7106,1.0944
7107,1.02516
7108,1.02516
7109,1.02516
7110,1.0944
7111,1.02516
7112,1.02516
7113,1.0944
7114,1.02516
7115,1.02516
7116,1.02516
7117,1.02516
7118,1.02516
7119,1.02516
7120,1.02516
7121,1.02516
7122,1.02516
7123,1.02516
7124,1.02516
7125,1.02516
7126,1.02516
7127,1.10848
7128,1.02516
7129,1.02516
7130,1.02516
7131,1.02516
7132,1.02516
7133,1.02516
7134,1.02516
7135,1.02516
7136,1.02516
7137,1.02516
7138,1.02516
7139,1.02516
7140,1.02516
7141,1.02516
7142,1.02516
7143,1.02516
7144,1.02516
7145,1.02516
7146,1.02516
7147,1.02516
7148,1.02516
7149,1.02516
7150,1.02516
7151,1.02516
7152,1.02516
7153,1.02516
7154,1.02516
7155,1.02516
7156,1.02516
7157,1.02516
7158,1.02516
7159,1.02516
7160,1.02516
7161,1.02516
7162,1.02516
7163,1.02516
7164,1.02516
7165,1.02516
7166,1.02516
7167,1.10848
7168,1.10848
7169,1.02516
7170,1.02516
7171,1.02516
7172,1.02516
7173,1.02516
7174,1.02516
7175,1.02516
7176,1.02516
7177,1.02516
7178,1.02516
7179,1.02516
7180,1.02516
7181,1.10848
7182,1.02516
7183,1.02516
7184,1.02516
7185,1.02516
7186,1.02516
7187,1.02516
7188,1.02516
7189,1.02516
7190,1.02516
7191,1.02516
7192,1.02516
7193,1.02516
7194,1.02516
7195,1.02516
7196,1.10848
7197,1.02516
7198,1.02516
7199,1.02516
7200,1.02516
7201,1.02516
7202,1.02516
7203,1.02516
7204,1.02516
7205,1.02516
7206,1.02516
7207,1.02516
7208,1.02516
7209,1.02516
7210,1.02516
7211,1.02516
7212,1.02516
7213,1.02516
7214,1.02516
7215,1.02516
7216,1.02516
7217,1.02516
7218,1.02516
7219,1.02516
7220,1.02516
7221,1.02516
7222,1.02516
7223,1.02516
7224,1.02516
7225,1.02516
7226,1.02516
7227,1.02516
7228,1.02516
7229,1.02516
7230,1.02516
7231,1.02516
7232,1.02516
7233,1.02516
7234,1.02516
7235,1.02516
7236,1.39993
7237,1.02516
7238,1.02516
7239,1.02516
7240,1.02516
7241,1.02516
7242,1.02516
7243,1.02516
7244,1.02516
7245,1.02516
7246,1.02516
7247,1.02516
7248,1.10848
7249,1.02516
7250,1.02516
7251,1.02516
7252,1.02516
7253,1.02516
7254,1.02516
7255,1.02516
7256,1.02516
7257,1.02516
7258,1.02516
7259,1.02516
7260,1
7261,1.13333
7262,1.13333
7263,1.13333
7264,1.13333
7265,1.15074
7266,1.13333
7267,1.13333
7268,1.13333
7269,1.13333
7270,1.69066
7271,1.13333
7272,1.13333
7273,1.13333
7274,1.13333
7275,1.13333
7276,1.13333
7277,1.13333
7278,1.13333
7279,1.13333
7280,1.13333
7281,1.13333
7282,1.22636
7283,1.13333
7284,1.13333
7285,1.13333
7286,1.13333
7287,1.13333
7288,1
7289,1.22222
7290,1.22222
7291,1.22222
7292,1.22222
7293,1.22222
7294,1.22222
7295,1.22222
7296,1.22222
7297,1.22222
7298,1.22222
7299,1.22222
7300,1.22222
7301,1.22222
7302,1.22222
7303,1.22222
7304,1.22222
7305,1
7306,2
7307,2
7308,1.54478
7309,1.47889
7310,1.0655
7311,1.0655
7312,1.0655
7313,1.0655
7314,1.32479
7315,1.0655
7316,1.2345
7317,1.0655
7318,1.0655
7319,1.0655
7320,1.0655
7321,1.0655
7322,1.0655
7323,1.0655
7324,1.0655
7325,1.0655
7326,1.34395
7327,1.0655
7328,1.0655
7329,1.19139
7330,1.0655
7331,1.94046
7332,1.0655
7333,1.0655
7334,1.0655
7335,1.0655
7336,1.0655
7337,1.0655
7338,1.0655
7339,1.0655
7340,1.0655
7341,1.0655
7342,1.0655
7343,1.0655
7344,1.0655
7345,1.0655
7346,1.0655
7347,1.0655
7348,1.0655
7349,1.0655
7350,1.0655
7351,1.0655
7352,1.68316
7353,2.03154
7354,1.0655
7355,1.0655
7356,2.1017
7357,1.0655
7358,1.0655
7359,1.0655
7360,1.0655
7361,1.0655
7362,1.0655
7363,1.17099
7364,1.0655
7365,1.0655
7366,1.0655
7367,1.0655
7368,1.0655
7369,1.0655
7370,1.0655
7371,1.11163
7372,1.0655
7373,1.0655
7374,1.3569
7375,1.77823
7376,1.69367
7377,1.0655
7378,1.37587
7379,1.0655
7380,1.0655
7381,1
7382,1.22075
7383,1.09302
7384,1.09302
7385,1.09302
7386,1.66445
7387,1.09302
7388,1.32029
7389,1.09302
7390,1.19058
7391,1.09302
7392,1.09302
7393,1.09302
7394,1.09302
7395,1.09302
7396,1.09302
7397,1.09302
7398,1.15185
7399,1.26453
7400,1.09302
7401,1.09302
7402,1.09302
7403,1.09302
7404,1.09302
7405,1.09302
7406,1.09302
7407,1.66161
7408,1
7409,1.05634
7410,1.05634
7411,1.15107
7412,2.14622
7413,1.05634
7414,1.05634
7415,1.05634
7416,1.05634
7417,1.05634
7418,1.15107
7419,1.05634
7420,1.05634
7421,1.05634
7422,1.05634
7423,1.3354
7424,1.05634
7425,1.05634
7426,1.05634
7427,1.05634
7428,1.05634
7429,1.05634
7430,1.26132
7431,1.2238
7432,1.05634
7433,1.05634
7434,1.05634
7435,1.05634
7436,1.05634
7437,1.05634
7438,1.18777
7439,1.08619
7440,1.27319
7441,1.05634
7442,1.05634
7443,1.05634
7444,1.05634
7445,1.20044
7446,1.25286
7447,1.15107
7448,1.05634
7449,1.36711
7450,1.08619
7451,1.05634
7452,1.15107
7453,1.05634
7454,1.37329
7455,1.05634
7456,1.05634
7457,1.25363
7458,1.05634
7459,1.05634
7460,1.15107
7461,1.35819
7462,1.22463
7463,1.05634
7464,1.05634
7465,1.05634
7466,1.05634
7467,1.31936
7468,1.15107
7469,1.05634
7470,1.05634
7471,1.05634
7472,1.09525
7473,1.0926
7474,1.06894
7475,1.04044
7476,1.04044
7477,1.04044
7478,1.04044
7479,1.04044
7480,1.04044
7481,1.04044
7482,1.7071
7483,1.04044
7484,1.04044
7485,1.04044
7486,1.09449
7487,1.28913
7488,1.04044
7489,1.2344
7490,1.04044
7491,1.04044
7492,1.06785
7493,1.04044
7494,1.04044
7495,1.04044
7496,1.3898
7497,1.04044
7498,1.04044
7499,1.04044
7500,1.04044
7501,1.04044
7502,2.6829
