id,influence
1011,1.21956
1012,1.3775
1013,1.0404
1014,1.0404
1015,1.17969
1016,1.0404
1017,1.69758
1018,2.29521
1019,1.0404
1020,1.11884
1021,1.0404
1022,1.0404
1023,1.0404
1024,1.18855
1025,1.0404
1026,1.0404
1027,1.0404
1028,1.0404
1029,1.39128
1030,1.2969
1031,1.09923
1032,1.0404
1033,1.0404
1034,1.0404
1035,1.0404
1036,1.0404
1037,1.0404
1038,1.18855
1039,1.0404
1040,1.0404
1041,1.0404
1042,1.5404
1043,1.0404
1044,1.19225
1045,1.0404
1046,1.0404
1047,6.50204
1048,1.0404
1049,1.0404
1050,1.0404
1051,1.18855
1052,1.0404
1053,1.0404
1054,1.0993
1055,1.0404
1056,1.0404
1057,1.0404
1058,1.0404
1059,1.15469
1060,1.0404
1061,1.0404
1062,1.0404
1063,1.0404
1064,1.5533
1065,1.0404
1066,1.0404
1067,1.0404
1068,1.0404
1069,1.10823
1070,1.0404
1071,1.2058
1072,1.58203
1073,1.0404
1074,1.0404
1075,1.49747
1076,1.0404
1077,1.93247
1078,2.14299
1079,2.51761
1080,2.46463
1081,1.23607
1082,2.00832
1083,1.678
1084,2.51837
1085,1.90156
1086,2.96224
1087,1.43536
1088,2.50791
1089,2.3035
1090,1.53467
1091,2.24556
1092,1.9378
1093,1.71422
1094,1.25384
1095,2.33318
1096,2.44264
1097,1.90539
1098,2.55046
1099,1.25384
1100,1.85365
1101,1.48412
1102,1.23607
1103,1.678
1104,1.678
1105,1.81261
1106,1.52837
1107,1.88852
1108,3.29404
1109,1.94394
1110,1.56987
1111,1.55209
1112,1.85303
1113,3.04166
1114,1.55209
1115,1.78287
1116,1.89973
1117,1.25384
1118,2.12055
1119,2.34142
1120,1.71176
1121,2.14299
1122,1.23607
1123,1.23607
1124,1.45384
1125,2.45069
1126,2.46606
1127,2.34142
1128,2.50267
1129,1.76495
1130,1.85498
1131,1.26171
1132,3.23607
1133,2.87502
1134,2.71155
1135,2.35352
1136,1.23607
1137,2.00709
1138,1.75324
1139,2.66899
1140,1.03884
1141,1.29126
1142,1.29126
1143,1.29126
1144,1.29126
1145,1.30904
1146,1.40891
1147,1.29126
1148,1.29126
1149,1.29126
1150,1.29126
1151,1.29126
1152,1.29126
1153,1.39937
1154,1.29126
1155,1
1156,1.22021
1157,1.11765
1158,1.32003
1159,1.11765
1160,1.11765
1161,1.35294
1162,1.8026
1163,1.11765
1164,1.11765
1165,1.35629
1166,1.11765
1167,1.11765
1168,1.11765
1169,2.30695
1170,1.11765
1171,1.11765
1172,1.11765
1173,2.27307
1174,1.6681
1175,1.11765
1176,1.28665
1177,1.89612
1178,1.56279
1179,1.56279
1180,1.51765
1181,1.11765
1182,1.39139
1183,1.11765
1184,1.22296
1185,1.11765
1186,1.39139
1187,1.19185
1188,1.28444
1189,1.10146
1190,1.17738
1191,1.08271
1192,1.10146
1193,1.32574
1194,1.08271
1195,1.10146
1196,1.10146
1197,1.19613
1198,1.08271
1199,1.10146
1200,1.3937
1201,1.10146
1202,1.08271
1203,1.83977
1204,1.17989
1205,1.08271
1206,1.14417
1207,1.19613
1208,2.07968
1209,1.20094
1210,1.10146
1211,1.25688
1212,1.38146
1213,1.1566
1214,1.10146
1215,1.08271
1216,3.45539
1217,1.20094
1218,1.30757
1219,1.10146
1220,1.08271
1221,1.08271
1222,1.08271
1223,1.48271
1224,1.08271
1225,1.10146
1226,1
1227,1.04706
1228,1.04706
1229,1.19719
1230,1.04706
1231,1.07557
1232,1.06811
1233,1.04706
1234,1.40483
1235,1.29097
1236,2.9529
1237,1.33517
1238,1.04706
1239,2.09239
1240,1.04706
1241,5.70075
1242,1.35886
1243,1.38356
1244,1.89518
1245,1.04706
1246,2.84444
1247,1.29548
1248,1.46822
1249,1.04706
1250,1.04706
1251,2.57863
1252,1.04706
1253,1.04706
1254,1.16529
1255,1.19955
1256,2.25216
1257,2.74513
1258,1.04706
1259,1.04706
1260,1.04706
1261,1.49499
1262,1.57023
1263,1.21649
1264,1.21126
1265,1.04706
1266,1.94492
1267,1.04706
1268,2.36234
1269,3.07907
1270,1.04706
1271,3.89948
1272,1.58933
1273,1.04706
1274,1.04706
1275,1.04706
1276,1.04706
1277,1.25794
1278,1.04706
1279,1.24591
1280,1.04706
1281,1.04706
1282,1.71956
1283,1.04706
1284,1.04706
1285,1.75358
1286,2.65921
1287,1.24147
1288,1.04706
1289,1.04706
1290,1.06811
1291,1.19955
1292,1.95756
1293,1.04706
1294,1.04706
1295,1.19767
1296,3.26004
1297,1.88239
1298,1.04706
1299,1.13805
1300,1.62282
1301,1.27296
1302,1.26507
1303,1.6312
1304,5.93013
1305,11.0867
1306,1.56077
1307,1.42355
1308,1.7458
1309,1.37762
1310,1.50702
1311,2.31718
1312,1.13363
1313,1.53248
1314,2.55805
1315,1.28278
1316,1.85172
1317,1.13363
1318,1.42112
1319,1.3704
1320,1.31553
1321,1.36414
1322,1.42503
1323,8.16765
1324,7.76173
1325,1
1326,1.14815
1327,1.14815
1328,1.14815
1329,1.14815
1330,1.14815
1331,1.14815
1332,1.14815
1333,1.14815
1334,1.14815
1335,1.14815
1336,1.14815
1337,1.14815
1338,1.14815
1339,1.14815
1340,1.14815
1341,1.14815
1342,1.14815
1343,1.14815
1344,1.14815
1345,1.14815
1346,1.54815
1347,1.14815
1348,1.14815
1349,1.14815
1350,1.14815
1351,1.14815
1352,1.14815
1353,1
1354,1.23529
1355,1.23529
1356,1.23529
1357,1.26271
1358,1.23529
1359,1.23529
1360,1.94398
1361,1.23529
1362,1.23529
1363,1.23529
1364,1.23529
1365,1.23529
1366,5.40432
1367,2.6214
1368,1.23529
1369,1.05333
1370,2.36889
1371,3.16588
1372,1
1373,1.66667
1374,1.66667
1375,1.66667
1376,1.66667
1377,1.66667
1378,1.66667
1379,1
1380,1.14286
1381,1.4292
1382,1.14286
1383,1.14286
1384,2.84587
1385,1.14286
1386,1.14286
1387,1.14286
1388,6.86606
1389,1.49799
1390,1.14286
1391,1.14286
1392,2.14546
1393,2.63799
1394,1.14286
1395,1.14286
1396,1.29177
1397,1.14286
1398,1.14286
1399,2.34223
1400,2.34223
1401,1.14286
1402,2.76891
1403,2.97587
1404,2.26894
1405,2.22198
1406,1.28018
1407,1.08889
1408,1.41026
1409,1.32137
1410,1.41026
1411,1.32137
1412,1.88913
1413,1.36843
1414,1.32137
1415,1.75319
1416,1.32137
1417,1.32137
1418,1.32137
1419,1.32137
1420,1.84207
1421,1
1422,1.14815
1423,1.14815
1424,1.14815
1425,1.14815
1426,1.14815
1427,1.14815
1428,1.14815
1429,1.14815
1430,1.14815
1431,1.14815
1432,1.14815
1433,1.31481
1434,1.14815
1435,1.14815
1436,1.14815
1437,1.14815
1438,1.14815
1439,1.14815
1440,1.14815
1441,1.14815
1442,1.14815
1443,1
1444,1.11765
1445,1.11765
1446,1.11765
1447,1.11765
1448,1.11765
1449,1.11765
1450,1.11765
1451,1.11765
1452,1.11765
1453,1.11765
1454,1.11765
1455,1.11765
1456,1.11765
1457,1.11765
1458,1.11765
1459,1.11765
1460,1.11765
1461,1.11765
1462,1.11765
1463,1.11765
1464,1.11765
1465,1.11765
1466,1.11765
1467,1.11765
1468,1.11765
1469,1.11765
1470,1.11765
1471,1.11765
1472,1.11765
1473,1.11765
1474,1.11765
1475,1.11765
1476,1.11765
1477,1.11765
1478,1
1479,1.21053
1480,1.63726
1481,1.58038
1482,1.07389
1483,1.19751
1484,1.19751
1485,1.19751
1486,1.19751
1487,1.19751
1488,1.19751
1489,1.19751
1490,1.19751
1491,1.19751
1492,1.19751
1493,1.19751
1494,1.19751
1495,1.19751
1496,1.19751
1497,1.19751
1498,1.19751
1499,1.19751
1500,1.19751
1501,1.19751
1502,1.19751
1503,1.0367
1504,1.25459
1505,1.69903
1506,1.25459
1507,1.25459
1508,1.25459
1509,1.25459
1510,1.25459
1511,1.25459
1512,1.25459
1513,1.25459
1514,1.25459
1515,1.25459
1516,1.25459
1517,1.25459
1518,1.25459
1519,1.25459
1520,2.51651
1521,2.98182
1522,2.51651
1523,2.61791
1524,3.45915
1525,2.41125
1526,2.51651
1527,1.125
1528,1.0339
1529,2.01695
1530,2.01695
1531,2.01695
1532,2.01695
1533,1
1534,1.07018
1535,1.07018
1536,1.07018
1537,1.07018
1538,1.07018
1539,1.07018
1540,1.07018
1541,1.07018
1542,1.07018
1543,1.07018
1544,1.07018
1545,1.28035
1546,1.07018
1547,1.07018
1548,1.07018
1549,1.07018
1550,1.07018
1551,1.07018
1552,1.07018
1553,1.07018
1554,1.07018
1555,1.07018
1556,1.07018
1557,1.07018
1558,1.07018
1559,1.07018
1560,1.07018
1561,1.07018
1562,1.29457
1563,1.07018
1564,1.07018
1565,1.07018
1566,1.07018
1567,1.07018
1568,1.07018
1569,1.07018
1570,1.07018
1571,1.07018
1572,1.07018
1573,1.07018
1574,1.07018
1575,1.07018
1576,1.07018
1577,1.07018
1578,1.07018
1579,1.07018
1580,1.13862
1581,1.07018
1582,1.07018
1583,1.07018
1584,1.07018
1585,1.07018
1586,1.07018
1587,1.07018
1588,1.07018
1589,1.07018
1590,1.07018
1591,1
1592,1.8
1593,1.8
1594,1.8
1595,1.8
1596,1.8
1597,1
1598,1.16
1599,1.16
1600,1.16
1601,1.16
1602,1.16
1603,1.16
1604,1.16
1605,1.16
1606,1.16
1607,1.16
1608,1.16
1609,1.16
1610,1.16
1611,1.16
1612,1.16
1613,1.16
1614,1.16
1615,1.16
1616,1.16
1617,1.16
1618,1.16
1619,1.16
1620,1.23463
1621,1.16
1622,1.16
1623,1
1624,5
1625,1.86957
1626,1.17391
1627,1.17391
1628,1.17391
1629,2.04348
1630,1.17391
1631,1.17391
1632,1.17391
1633,1.17391
1634,1.17391
1635,1.17391
1636,1.17391
1637,1.17391
1638,1.17391
1639,1.17391
1640,1.17391
1641,1.17391
1642,1.17391
1643,1.17391
1644,1.17391
1645,1.17391
1646,1.17391
1647,1.17391
1648,1.17391
1649,1.17391
1650,1.17391
1651,1.17391
1652,1.17391
1653,1.17391
1654,1.17391
1655,1.17391
1656,2.04348
1657,1.17391
1658,1.17391
1659,2.89605
1660,3.85057
1661,2.89605
1662,2.96994
1663,1
1664,1.4
1665,1.4
1666,1.4
1667,1.4
1668,1.4
1669,1.4
1670,1.4
1671,1.4
1672,1.4
1673,1.4
1674,1.11111
1675,1.76317
1676,2.2254
1677,1.60317
1678,1.60317
1679,1.71429
1680,1
1681,1.32841
1682,1.23529
1683,1.23529
1684,1.5735
1685,1.23529
1686,1.28863
1687,1.23529
1688,1.23529
1689,1.23529
1690,1.23529
1691,1.37472
1692,1.23529
1693,1.23529
1694,1.32703
1695,1.23529
1696,1.23529
1697,1.28863
1698,1
1699,1.14286
1700,1.14286
1701,1.14286
1702,1.14286
1703,1.14286
1704,2.60945
1705,1.14286
1706,1.40728
1707,1.14286
1708,1.14286
1709,1.17538
1710,1.14286
1711,1.18169
1712,1.14286
1713,1.41238
1714,1.71611
1715,1.14286
1716,1.14286
1717,1.14286
1718,1.14286
1719,1.14286
1720,1.14286
1721,1.17538
1722,3.17884
1723,1.14286
1724,1.14286
1725,1.53446
1726,1.10531
1727,1.34517
1728,1.63627
1729,1.72146
1730,1.53293
1731,1.74159
1732,1.16843
1733,1.27374
1734,1.16843
1735,1.16843
1736,1.16843
1737,1.74159
1738,1.16843
1739,1.34517
1740,1.81301
1741,1.53293
1742,1.27374
1743,1.27374
1744,1.23985
1745,1.51331
1746,1.10053
1747,1.10053
1748,1.10053
1749,1.10053
1750,1.10053
1751,1.10053
1752,1.10053
1753,1.10053
1754,1.10053
1755,1.10053
1756,1.10053
1757,1.10053
1758,1.10053
1759,1.10053
1760,1.10053
1761,1.10053
1762,1.10053
1763,1.10053
1764,1.10053
1765,1.10053
1766,1.10053
1767,1.10053
1768,1.10053
1769,1.10053
1770,1.10053
1771,1.10053
1772,1.10053
1773,1.10053
1774,1.10053
1775,1.10053
1776,1.10053
1777,1.10053
1778,1.10053
1779,1.10053
1780,1.10053
1781,1.10053
1782,1.10053
1783,1.10053
1784,1.13723
1785,1.13723
1786,1.10053
1787,1.10053
1788,1.10053
1789,1.10053
1790,1.10053
1791,1.10053
1792,1.10053
1793,1.10053
1794,1.10053
1795,1.10053
1796,1.48077
1797,1.50911
1798,1.42467
1799,1.42467
1800,1.42467
1801,1.65345
1802,1.65345
1803,1.42467
1804,1.65345
1805,1.25126
1806,1.42467
1807,1.42467
1808,1.25126
1809,1.59045
1810,1.68941
1811,1.53532
1812,1.78369
1813,1.06452
1814,1.23478
1815,1.28525
1816,1.28525
1817,1.22073
1818,1.20215
1819,1.13763
1820,1.3372
1821,1.36435
1822,1.28525
1823,1.13763
1824,1.13763
1825,1.18827
1826,1.49104
1827,1.13763
1828,1.31376
1829,1.13763
1830,1.13763
1831,1.13763
1832,1.13763
1833,1.47071
1834,1.13763
1835,1.28525
1836,1.20215
1837,1.28525
1838,1.44848
1839,1.13763
1840,1.13763
1841,1.28525
1842,2.02747
1843,1.3372
1844,1
1845,1.16667
1846,1.28431
1847,1.16667
1848,1.16667
1849,1.16667
1850,1.16667
1851,1.16667
1852,1.16667
1853,1.16667
1854,1.16667
1855,1.23358
1856,1.16667
1857,1.16667
1858,1.16667
1859,1.16667
1860,1.16667
1861,1.16667
1862,1.16667
1863,1.16667
1864,1.16667
1865,1.16667
1866,1.16667
1867,1.16667
1868,1.57135
1869,1
1870,1.48943
1871,1.14815
1872,1.14815
1873,1.94571
1874,1.19034
1875,1.14815
1876,1.14815
1877,1.518
1878,1.39282
1879,1.21922
1880,1.14815
1881,1.18205
1882,1.14815
1883,1.22924
1884,1.14815
1885,1.22236
1886,1.14815
1887,1.14815
1888,1.14815
1889,1.24117
1890,1.14815
1891,1.27549
